Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Georgia,17.80213302,19.82880145,20.13867477,19.58915924,19.38130856,18.48419633,17.68579608,18.02704398,17.81426399,17.85586499
Ghana,50.08807979,53.47816985,54.52706673,47.78909296,46.9526973,60.48227972,59.661617,55.93672757,54.23685549,53.98926008
Gibraltar,,,,,,,,,,
Guinea,51.07018507,51.94689259,52.85547204,45.97257249,48.19905641,56.21359737,53.58936352,53.48751596,52.44233437,52.51253174
"Gambia, The",54.96105771,56.9350963,62.12654192,51.51717091,53.61781493,61.80443087,57.52369277,61.41990384,58.00293314,58.08072376
Guinea-Bissau,52.80501579,53.95598891,56.80371059,47.569479,49.37871651,57.5086131,54.0903092,57.49587976,54.03820301,54.06829369
Equatorial Guinea,40.0552493,41.37893343,39.74657182,39.40271655,39.10904578,47.84805559,46.74295432,42.80037217,44.88882315,45.28465901
Greece,19.06202926,19.73341964,17.37070897,16.69353,15.72743666,16.04385798,14.46980163,14.43912017,14.51537033,14.2538714
Grenada,19.82709385,19.10315605,20.0647388,20.08742225,20.26503477,21.94013568,21.17807748,21.00966255,21.38302419,21.48591655
Greenland,6.028100954,5.785407287,6.13427501,6.082991842,6.378015917,6.226964273,6.472452957,6.616395462,6.515998783,6.462977097
Guatemala,28.87738634,32.544288,30.32467663,32.24187476,29.42704565,30.94349566,29.17182245,27.81052009,28.02331277,27.64788197
Guam,7.184061682,6.859106867,6.884723871,7.840641715,7.432922337,10.04977671,8.340218624,7.745768475,8.252069387,8.221834725
Guyana,21.69833304,20.95555676,22.32520255,21.66481921,21.30120727,22.92175634,22.33097583,21.43446346,20.8255222,20.10090382
"Hong Kong SAR, China",,,,,,,,,,
Honduras,24.06241788,28.6901789,25.51904301,28.04343945,25.60894093,26.72226603,24.75521888,22.74896563,23.36239296,22.87512366
Croatia,21.21532951,23.24147685,20.57402212,20.04200652,19.54244679,19.94360466,17.72824296,18.34290048,18.62479372,18.46495986
Haiti,18.05516481,17.73545429,18.54325277,18.71624801,19.17668414,19.88014557,19.14929749,19.12974699,19.14097132,19.03230796
Hungary,20.010989,20.74074009,18.42206445,17.48896034,17.52501676,17.54829004,15.73414047,16.57651016,16.63089611,16.49434933
Indonesia,22.31721025,18.94685133,20.06768554,20.01905868,18.89054816,19.92482789,21.15210797,18.55575927,19.11325719,19.37146134
Isle of Man,,,,,,,,,,
India,76.67834222,79.99719051,86.38168408,89.45226202,95.24264397,88.44512429,92.23194665,81.81164804,83.04086375,83.19931634
Ireland,9.902931522,10.06939194,9.157206628,8.786223954,8.522230711,8.381681865,7.838263466,7.664546609,7.916850375,7.854094218
"Iran, Islamic Rep.",41.37853622,42.55901964,41.48378839,41.23888443,39.85297971,40.89116772,39.84131218,38.9645715,38.60762301,38.01508315
Iraq,57.24593137,53.98373198,53.54775973,51.54630059,47.58535292,53.09642572,50.08978666,50.02941919,49.14829956,48.46825216
Iceland,6.595638323,6.809186658,6.191914657,6.091801055,5.939603293,5.833587216,5.436588878,5.709265082,5.690458273,5.698616135
Israel,24.98858454,24.70951301,22.35572158,23.00431254,21.76878839,22.51370748,18.85915608,20.20136227,20.05327737,19.75989688
Italy,20.29490103,21.4270346,18.84991698,18.13743581,17.10725238,18.04119054,15.75652778,16.09761447,16.26524128,16.08828133
Jamaica,14.88750421,14.11539401,14.82105006,14.95906723,15.50872429,15.75409904,15.38590695,15.41666418,15.3714762,15.28940246
Jordan,35.89120302,33.72917392,33.23273929,35.54875145,33.92842262,35.43994788,32.03573347,32.5078793,31.45267441,30.64558855
Japan,11.52530862,12.67886893,13.106628,13.36533634,13.71386106,13.40887797,13.35633595,13.570691,13.47597168,13.46980666
Kazakhstan,18.97825386,22.31865641,24.00908326,22.85330812,21.45655621,20.51355436,20.86881423,20.10344809,20.25210336,20.29485447
Kenya,26.8091823,28.78168174,29.07804791,28.08814029,27.25581094,28.08947284,26.88967903,25.06403775,23.28569035,21.61458718
Kyrgyz Republic,23.28809126,27.72189651,27.65705871,28.77509614,26.29792566,25.33994116,24.71003894,24.09670211,24.22386133,24.07288994
Cambodia,28.99049207,24.76841347,24.96952852,28.06749912,24.24631214,24.05520361,24.82502572,22.01765339,22.29493219,22.1120864
Kiribati,9.806587652,9.763735686,9.70650164,9.738884647,9.287738199,9.097105532,9.691195176,9.564153332,9.484560864,9.468882294
St. Kitts and Nevis,8.104640488,7.323219482,7.966169748,7.730147535,7.579156473,8.593255996,8.801879674,8.556462116,8.770852336,8.789142812
"Korea, Rep.",22.85407832,25.45681317,25.79816942,27.53881372,28.1810993,26.97657307,27.80560684,26.88210754,27.43635201,27.44033926
Kuwait,66.2493716,67.97715751,69.2648667,66.7946724,57.02947492,66.14461017,61.00890885,63.39850808,61.4947645,60.96648013
Lao PDR,26.37801788,21.75888724,22.99309691,24.66969698,21.54907826,20.78189635,23.40354416,19.26088509,20.50574635,20.54733513
Lebanon,32.37350564,30.2100053,29.24608686,31.07383788,31.01273397,31.74939856,29.33919611,29.10177799,29.3218817,28.96029994
Liberia,44.46963149,51.31718502,49.16699824,44.1458674,45.00740159,55.99663296,54.71186915,48.31232523,50.40175469,50.59973692
Libya,48.07737731,40.00846258,37.51566204,43.22205102,39.66495649,39.74162327,40.85182106,37.83073851,38.94887339,38.59119845
St. Lucia,19.89151671,19.11755404,20.05991754,20.17665798,20.14066609,21.86217654,21.04710708,20.75716759,21.15799134,21.22131742
Liechtenstein,,,,,,,,,,
Sri Lanka,24.69380238,21.56928542,22.42414797,22.99523942,20.96900691,18.97034499,20.7396319,19.92492371,19.69446106,19.96439581
Lesotho,32.62987189,32.67711249,32.54599663,31.82818232,32.68274398,32.06282777,31.39956031,29.79040935,28.73518151,27.52281327
Lithuania,14.70448134,12.99478901,13.0260807,13.0277502,13.3329535,11.80372346,10.78161948,10.19686116,10.48238618,10.37350411
Luxembourg,13.18124791,12.84812551,11.49788129,11.90044543,10.15031354,10.61470309,9.921704411,9.845420415,10.13585944,10.06890585
Latvia,18.08881031,15.79757359,15.24810165,15.55702788,16.19572343,13.78739916,12.896183,11.78077521,12.208934,12.01165835
"Macao SAR, China",,,,,,,,,,
St. Martin (French part),,,,,,,,,,
Morocco,32.91817527,31.56370096,30.42396929,29.38557188,29.40059385,32.08758908,30.88602135,34.10665652,33.92957286,35.05284088
Monaco,14.31510805,15.57817932,13.90302297,13.01598782,11.93351121,13.056853,11.42922219,11.51508073,11.75642502,11.66888949
Moldova,18.25907358,18.15842605,17.99705557,17.57367294,16.41710187,16.12818151,14.73766469,13.38884186,13.90585086,13.74739724
Madagascar,19.00867131,20.09269248,19.17912129,19.70239888,19.25843878,20.16731825,19.34634864,18.00806439,18.27047187,17.8593854
Maldives,13.74643253,12.28813159,12.8234432,12.45355352,11.10396316,10.19679349,12.10828489,11.16442084,10.89985209,10.94405416
Middle East & North Africa,50.46776349,48.49555184,48.78800283,49.22887676,46.79332147,49.56535059,46.41006799,46.95441384,46.93174154,46.60359078
Mexico,21.61912278,24.71743397,22.81352392,23.60777306,22.03917349,22.11412862,21.27024268,20.4160723,20.39335761,20.12401203
Marshall Islands,9.71516679,9.446098507,9.279395317,9.377626462,9.02903083,9.019559314,9.075500701,9.153255835,9.066089264,9.044039796
North Macedonia,35.8443433,41.05690857,36.79534047,33.90486411,34.79278398,32.55975286,30.49533977,31.43565921,30.88528202,30.26931856
Mali,62.42665398,58.97191431,63.43015874,52.78016724,56.00353617,65.82960573,60.61509832,61.60379119,60.53457655,60.62414043
Malta,17.53479836,16.1746136,14.08691429,13.32212417,13.75861976,13.4950264,12.8402408,12.50133169,13.0359469,12.9910498
Myanmar,37.52067534,31.16283822,34.9152645,36.13453786,32.27396916,31.18146951,32.41346793,29.10398763,29.57682003,29.43314277
Montenegro,25.15673695,27.80248173,26.06008923,24.01188607,23.74483028,23.35826543,21.21821429,21.91565485,21.67742225,21.25685256
Mongolia,30.13551628,37.96566722,40.46590396,37.88969103,34.76350533,37.15549626,39.37772018,35.95616844,37.47248859,38.05757134
Northern Mariana Islands,7.189279108,7.040822394,6.985875583,7.690390513,7.349006477,9.546252635,8.374308489,7.839653053,8.192170775,8.151978907
Mozambique,23.25243023,23.61494743,23.59782449,23.70516014,23.55656662,24.01223447,23.12560737,22.13970265,21.54200034,20.77406654
Mauritania,64.4872204,65.66767722,70.24164945,60.78226417,60.59257285,71.46707421,66.48828292,69.63359465,66.65394242,66.8117824
Mauritius,15.01183272,15.01177506,14.84558426,15.17960022,15.00618829,14.98251518,14.86280357,14.81559572,14.92622738,14.91383169
Malawi,25.76200797,27.1748805,27.1977447,26.47693677,26.83022559,27.06821686,26.05141291,23.9485906,23.47253554,22.34665143
Malaysia,18.24105197,17.31553828,18.18110773,18.5277661,17.22079966,18.12386202,16.75819034,16.4374241,16.46084288,16.59099631
Namibia,26.5972148,27.57145532,27.34520834,26.65148554,26.0859573,26.93323269,25.6294934,25.16074037,24.74796538,24.19978552
New Caledonia,,,,,,,,,,
Niger,78.00109729,80.46845613,78.61511118,70.63492378,69.29133601,87.52219262,85.25194829,78.03893543,79.91205868,80.10926696
Nigeria,62.90328334,64.84236811,67.36461608,59.6854016,59.48444907,76.05337278,69.62587645,69.12074978,69.82257148,70.39625682
Nicaragua,21.39452778,23.87684453,21.51418461,23.46972436,21.43012396,21.89483769,21.10660159,19.79808272,20.55766527,20.43900913
Netherlands,15.71146331,15.49744169,13.81230888,12.72082828,12.18576243,12.65099613,11.51731149,12.42053652,12.07642052,12.0392862
Norway,8.099763965,9.050737279,7.555663741,7.27897533,7.454135917,7.00932544,6.594523915,6.652507161,6.695799295,6.642383374
Nepal,77.14093136,78.11293037,86.99389723,86.3556379,94.81583099,88.68734566,91.49270402,80.62596922,82.68815279,83.10319363
Nauru,5.408164988,5.298737139,5.209032839,5.299076463,5.163300753,5.531956166,5.971842703,5.830128348,5.866224431,5.857163356
New Zealand,6.30265652,6.112340412,6.234547703,6.263099945,6.052504463,6.007926029,6.081610072,5.983860739,6.034471375,6.048305496
Oman,41.07175478,44.83063053,46.57105523,44.05922815,40.65538072,44.0639596,42.27135251,44.03325236,44.31794214,44.57247023
Pakistan,59.60870032,59.98728468,65.41081339,66.84634548,70.94474538,66.9297544,68.7176409,61.75482212,62.39700577,62.57424987
Panama,15.4543969,15.44989787,14.92315966,15.47718389,15.45471741,15.97528537,14.43266888,13.86640498,13.63064322,13.20059479
Peru,30.00974099,29.17575629,30.87318178,29.50216912,30.23785803,30.66320889,30.44623225,30.29525868,30.63848317,30.82669477
Philippines,24.09308424,20.85443431,21.63680867,21.81288679,19.6970665,19.5380734,20.11007067,18.64126301,18.73649283,18.82613108
Palau,5.82930591,6.521075623,6.820763202,6.669478845,7.281334486,9.036533493,7.327135948,6.908076947,7.150738006,6.873805482
Papua New Guinea,17.35284731,16.33833033,15.98949513,16.10736574,15.7666112,16.54292665,16.6926953,15.94673725,16.26495641,16.2311858
Poland,27.29182037,27.07180922,24.60328947,23.69389027,23.91940281,22.76911952,21.81786779,22.779038,22.74705532,22.6420051
Puerto Rico,6.296361103,5.57145349,6.242564048,5.995986,6.131923431,6.720400954,6.772591917,6.74257415,6.841077504,6.85168132
"Korea, Dem. People's Rep.",38.71368093,44.5453414,45.41253543,49.82200792,49.15322338,47.15602971,42.7322875,42.74423807,44.30760137,44.32957478
Portugal,9.88427534,10.58600078,9.261773306,8.917701837,8.77615963,8.893342519,7.921467562,8.478894344,8.29850884,8.254802244
Paraguay,14.98227411,15.79855879,14.56556748,14.43912959,13.94629802,12.22763869,12.26387025,12.4836148,12.47939839,12.51891553
West Bank and Gaza,36.06128484,33.87448361,32.78220108,35.79313049,34.50384906,35.3216485,31.47268397,32.14535358,31.89103296,31.30254529
French Polynesia,,,,,,,,,,
Qatar,79.06584644,81.22257259,85.96686769,81.2898681,72.73980041,84.9982268,76.14228614,78.38698962,77.11333116,76.04929303
Romania,18.48995556,19.50868234,17.84168596,16.48954454,16.55872786,16.09492405,15.19734324,15.71390854,15.69941205,15.67108952
Russian Federation,15.27774638,13.63707838,13.65876761,13.90976132,13.93528348,12.87477297,12.17632027,11.52259599,11.62978513,11.59553193
Rwanda,36.27169287,37.75459321,40.28931528,38.04487801,37.75661455,38.64241689,38.48510282,35.57288206,36.6600241,36.18491574
Saudi Arabia,62.92279434,64.95237113,67.67731877,65.06263762,56.51070298,66.82087377,59.60073601,63.89713488,61.90085192,61.50824107
Sudan,52.82073801,54.42324069,54.8566288,52.4865762,46.72140545,52.80306653,51.51145712,53.48836405,53.77109049,54.67729786
Senegal,56.68739592,58.02145733,64.50905978,53.04187379,55.40981308,65.39361923,59.47930794,63.42037083,60.0827093,60.21139678
Singapore,15.07604341,16.42814491,17.53182291,18.59998502,17.73247308,18.29501195,17.63850257,18.55801565,18.49335298,18.76588248
Solomon Islands,12.10848854,11.69813051,11.76206355,12.07044801,12.31045976,12.49008643,12.81538467,12.32052248,12.75980934,12.89495904
Sierra Leone,46.33948449,51.02064483,49.58465165,44.13942031,46.18555659,55.08583208,53.91337358,50.18179276,50.8684225,51.09606544
El Salvador,24.2580053,28.62940035,25.40130599,26.89077892,24.42849717,25.55917474,23.50688297,23.11248633,22.74562226,22.32472418
San Marino,9.017566285,9.723372737,9.488658091,9.261669606,9.701666602,10.00739323,9.847828442,9.795344364,9.981823299,9.906728131
Somalia,27.81831288,30.33188409,31.3100816,30.10150263,28.71473783,28.41561243,28.00473928,29.95291683,29.76843426,30.36142727
Serbia,31.39235052,33.88729136,30.48810995,28.69870346,28.20153736,27.89252544,25.34308507,26.41632295,25.88760434,25.35417205
South Sudan,39.24576366,41.0035213,41.19727621,40.22177745,35.86344781,40.60479868,37.94147452,38.66290029,37.97705763,37.55277786
Sub-Saharan Africa,42.64122953,44.05044257,45.24878749,41.94316098,41.13309875,47.81735566,45.35513432,44.14107964,44.19823842,44.03506117
Sao Tome and Principe,30.47158597,32.12056277,29.38329504,30.76797737,28.00675623,36.14480676,34.73052829,29.99540715,31.12162978,31.05885758
Suriname,22.73742598,20.81608138,25.07836422,22.56714849,22.592664,26.58467637,23.12808666,22.80583417,22.04999577,21.17742119
Slovak Republic,21.47373959,22.60332523,20.33063119,19.63711495,19.3125724,19.11555836,17.8694289,18.2454102,18.49542534,18.36521464
Slovenia,19.19737442,20.9420236,18.59905794,18.4258514,18.05674056,17.92089482,16.52950459,16.70789043,17.08366574,16.96940443
Sweden,7.400644792,7.469532494,6.170044152,6.171492562,6.454065914,5.870147043,5.44671115,5.693011634,5.688407622,5.647572855
Eswatini,23.88204643,23.07978384,23.42327297,23.37482286,23.10280385,23.45888757,22.08084937,23.41488293,23.18486991,23.34521196
Sint Maarten (Dutch part),,,,,,,,,,
Seychelles,15.1257082,16.5159476,16.05158537,15.87951496,15.1301922,15.31346781,15.98290713,15.88743775,15.60358619,15.5639189
Syrian Arab Republic,35.54506403,32.78115955,31.68059462,33.17491042,32.65425575,33.99185965,31.86869856,31.4019564,31.37040945,30.95362503
Turks and Caicos Islands,,,,,,,,,,
Chad,57.53023063,58.78662177,59.8616705,55.79298325,53.37526383,63.96919397,59.85638516,59.52255694,59.20016634,59.2825236
Togo,43.37426449,43.41716078,45.21821252,40.29245507,40.66206069,51.06406404,48.26087382,46.51135326,46.39462374,46.21037553
Thailand,35.4185359,29.91406001,31.34154258,33.7865692,29.43028859,28.04174447,30.69239101,26.93362982,27.48165939,27.40271356
Tajikistan,34.51170734,46.03697934,41.23014791,42.28231885,39.63461873,38.97318659,38.13679678,38.4793437,38.14076689,38.31858602
Turkmenistan,26.09846929,32.27881291,30.77259876,30.55977858,30.61966084,28.62109508,27.51227497,27.12775327,26.54690284,26.19766251
Timor-Leste,17.23567916,16.40831114,17.20652719,16.13110733,16.18184039,15.77724688,16.95211573,15.69097484,15.51584391,15.65130893
Tonga,10.89494195,10.6046872,10.65130025,10.65422797,10.6865204,10.40546856,10.7168388,10.723832,10.60572192,10.58622123
Trinidad and Tobago,20.12399348,19.82404669,20.21083792,20.3861167,20.63455256,22.36411414,21.74480107,21.3879586,21.87542393,21.97072547
Tunisia,34.11834281,31.08552131,30.38558265,29.75488893,32.50654257,31.03674122,32.78407402,29.84147507,30.61001314,30.42981942
Turkiye,28.91206034,27.60700271,27.12238118,27.81978844,27.78269564,28.61166279,27.7790227,26.28925045,26.54401982,26.03180162
Tuvalu,5.605062226,5.379974113,5.365913304,5.35187548,5.553116321,5.62828047,6.095297225,6.001982186,6.03834377,6.02840838
Tanzania,26.43302182,28.24026641,28.91642749,27.84689732,27.20432638,28.36614872,27.81900362,25.3263334,25.50347928,24.74048013
Uganda,38.79164944,41.56924447,42.79371506,42.01385372,40.76668868,43.15615417,41.73858584,38.52500218,37.19901219,35.21822646
Ukraine,18.77805621,18.1284545,17.5138754,17.66327367,17.26757325,16.65075046,14.9203705,14.51117826,14.6057706,14.53144476
Uruguay,9.418435717,9.677654528,9.304554903,10.32843869,9.886206715,9.935544433,9.895116598,9.535755186,9.579838998,9.533862914
United States,9.221851825,9.26299254,8.869988146,8.64162897,8.433002378,8.163752791,7.378939412,7.74468451,7.775115257,7.663692516
Uzbekistan,32.29140696,41.43852028,39.02130032,39.4845918,37.5033592,35.48586783,35.1167798,35.06871307,34.78486605,34.78609557
St. Vincent and the Grenadines,19.79811789,19.03173268,19.92158144,19.94906515,20.05605524,21.74047554,20.91035722,20.73036472,21.05824537,21.12973864
"Venezuela, RB",23.04711653,24.33177624,22.43318785,22.52866596,21.94482038,22.22732307,21.83009872,21.45612493,21.67255829,21.74698878
British Virgin Islands,,,,,,,,,,
Virgin Islands (U.S.),8.184549513,7.284503794,8.13579952,7.829568,7.804119282,8.704295452,8.904008645,8.824996753,8.966864965,8.996021018
Viet Nam,27.10947116,23.78443184,23.62616281,25.2377872,22.34041158,21.82366181,22.54560976,20.47951266,20.5326508,20.3898157
Vanuatu,13.16791653,13.22117063,12.84788559,13.28704919,13.03072112,12.52967863,13.07494413,12.8929333,12.89853604,12.88296752
Samoa,11.10471801,10.70804506,10.78258779,10.86783061,11.14080727,11.01634581,11.31508398,10.90094994,11.0444457,11.01483371
Kosovo,,,,,,,,,,
"Yemen, Rep.",44.68925506,48.88552552,54.41184561,51.40472879,43.69608477,48.33063334,44.95047945,46.44225626,45.14403975,44.46696713
South Africa,29.39830185,29.45389805,29.16575633,28.7701453,28.99888476,29.23503061,28.72137557,28.8576422,28.75401758,28.67475434
Zambia,27.02852733,28.11089482,28.3606157,27.28505272,27.34918603,28.26273741,27.40906413,26.18112194,26.34770053,25.92546019
Zimbabwe,24.59143017,26.25681984,26.28825071,25.51128869,26.14668826,25.92895692,25.32739516,22.58245063,22.08555546,20.83469969
